,input,output,gold,prefix
88,Further research is required to adequately address the question of the most efficacious and clinically appropriate technique for HD catheter dysfunction.,Research needs to be improved to determine the most efficacious technique for HD catheter dysfunction.,Further research is required to adequately address the question of the most effective technique for haemodialysis catheter dysfunction.,Simplify sentence: 
89,"The low quality evidence showed that brief co-incubation was associated with a significantly higher clinical pregnancy rate than the overnight insemination protocol (pooled OR 2.36, 95% CI 1.45 to 3.85; P = 0.0006, I2 = 0%).",Co-incubation was associated with a higher clinical pregnancy rate than overnight insemination.,Low quality evidence showed increases in ongoing pregnancy and clinical pregnancy rates with the use of the brief co-incubation protocol.,Simplify sentence: 
90,There was considerable heterogeneity between the studies included in this review and studies were small and at some risk of bias.,The study were small and at some risk of bias.,"Due to the small number of short-term studies and the variability between them, we were unable to determine conclusively whether or not tai chi was beneficial at reducing cardiovascular risk in healthy adults and adults at increased risk of CVD, although beneficial effects for CVD risk factors were seen in some studies.",Simplify sentence: 
91,The results suggest that treatment as usual (TAU) when delivered by a non-eating-disorder specialist or similar may be less efficacious than focal psychodynamic therapy.,The results suggest that treatment as usual (TAU) when delivered by a non-eating-disorder specialist or similar may be less efficacious than focal psychodynamic therapy.,There was a limited amount of very low-quality evidence to suggest that people might do better when receiving focal psychodynamic therapy compared to no treatment or treatment as usual.,Simplify sentence: 
92,"Adverse events were common, predictable, and approximately 6% of participants discontinued treatment with morphine because of intolerable adverse events.","Adverse events were common, predictable, and approximately 6% of participants discontinued treatment with morphine because of intolerable adverse events.",Only about 1 person in 20 stopped taking morphine because of side effects.,Simplify sentence: 
93,There are currently no long-term trials examining tai chi for the primary prevention of CVD.,tai chi is a natural medical treatment for CVD.,"Longer-term, high-quality trials are needed in order to determine the effectiveness of tai chi for CVD prevention.",Simplify sentence: 
94,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.",People with CKD have greater cardiovascular risk than people with previous coronary artery disease.,Statin treatment was also found to be effective in reducing cardiac disease and death in people who have CKD but not heart disease.,Simplify sentence: 
95,"Thrombolysis, fibrin sheath disruption and over-the-wire catheter exchange are effective and appropriate therapies for immediately restoring catheter patency in dysfunctional cuffed and tunnelled HD catheters.","Thrombolysis, fibrin sheath disruption and over-the-wire catheter exchange are effective and appropriate therapies for immediately restoring catheter patency in dysfunctional cuffed and tunnelled HD catheters.",Catheter patency at two weeks is probably better following fibrin sheath stripping or catheter exchange compared to thrombolytic agent.,Simplify sentence: 
96,Twenty-five trials contributed data to the quantitative synthesis in this review.,Trials are involved in meta-analysis of the synthesis in this review.,We identified and included 25 trials in the review.,Simplify sentence: 
97,"In the larger USA trial, the 12-month cumulative life-table termination rates per 100 women for overall pregnancy were 17.4 for the sponge and 12.8 for the diaphragm.",12.8 is slightly above the expected normal termination rate in the larger trial of 12.8.,"Of those who used the diaphragm, 13 became pregnant.",Simplify sentence: 
98,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.",The absolute risk of cardiovascular events is similar to those of heart attack.,"However, the potential side-effects are uncertain, and need further study.",Simplify sentence: 
